thread_count,gsm,tensile_strength,shrinkage_percent,color_fastness,fabric_thickness,defect_count,elongation_percent,moisture_absorption,fabric_type,weave_type,finish_type,production_method,batch_id,roll_number,inspection_time_minutes,warehouse_id,operator_name,inspection_shift,machine_temperature,humidity_level,inspection_notes,fabric_quality
,152.0,38.087771549080216,4.543764020020914,3,1.313248657567695,13,16.488571896364622,7.291249324694866,polyester,satin,printed,handloom,972650,4462,55.99326864233206,WH-C,Ramesh,Evening,23.676206619580288,43.42413411082863,Minor issue,Low
228.0,244.0,105.89736769371328,7.4869006589789295,3,1.1748802434652637,13,31.981647967645728,13.423903253103527,cotton,twill,raw,handloom,441254,2523,23.730235867436253,WH-B,John,Morning,21.737514398709834,77.13847467780903,OK,Low
94.0,282.0,105.94294963537199,2.4157489386948825,4,0.5792159292817569,5,33.75029177528993,13.770154447953997,wool,plain,printed,powerloom,792935,2443,46.12908658622786,WH-C,Ramesh,Morning,37.988970070293725,33.79025733406319,Minor issue,High
165.0,177.0,44.86944385814036,6.425743565779638,5,0.4942603871312722,6,5.526838854609455,3.685254428543899,silk,plain,raw,handloom,932097,1308,13.094834543629531,WH-C,Priya,Night,40.235119199554745,71.0162055932659,OK,Medium
189.0,210.0,91.67655191144551,,3,1.0590330511406658,2,25.62487267504897,11.423265622729494,wool,twill,raw,powerloom,328132,2736,54.36373526620572,WH-A,Priya,Morning,37.22968018585444,74.4142485240294,OK,High
139.0,241.0,18.68911813441703,,5,0.1970168547356707,0,13.033238402591914,8.021866153661307,cotton,twill,dyed,handloom,325113,2033,30.31963300560039,WH-B,Priya,Night,42.0632582223992,88.84704766279668,Approved,Medium
285.0,96.0,33.20618939022447,0.5402289689502028,1,1.3798550718417748,4,30.241217640193465,10.422557753057744,linen,plain,printed,powerloom,285186,2759,7.3540051155551165,WH-C,Priya,Morning,42.93377208697375,62.71643367385847,Recheck,Medium
138.0,297.0,34.15367526217997,0.6345580423528598,1,1.3560610251009073,9,22.004036623020642,12.355687237217944,linen,twill,dyed,powerloom,208401,2307,37.24264513264427,WH-A,Anita,Morning,20.34967343062743,50.88907761197163,Recheck,Low
279.0,314.0,51.739752404405735,,3,1.2607579326389877,9,11.452355705329083,6.16638297589158,cotton,plain,raw,powerloom,429273,3510,24.65915986675054,WH-B,Priya,Morning,27.39631034838991,40.16748938725951,Looks fine,Medium
113.0,333.0,42.37317539640905,1.3271429985730943,5,1.492914145689071,8,25.59431405820217,13.566038742915415,cotton,twill,raw,handloom,510726,2166,59.149603805561405,WH-A,Anita,Night,36.21249774015246,86.14685773699765,Looks fine,Medium
324.0,199.0,15.621921208256532,7.244717370792783,1,1.4814175243921253,1,27.752346718409868,5.699734628011364,,satin,dyed,powerloom,249693,1789,41.38606948072893,WH-C,Anita,Morning,41.4433130655125,44.00751559841969,Recheck,Medium
318.0,98.0,,4.968336199313374,3,0.6346535189245476,3,29.72992340630781,7.272059618532773,polyester,plain,raw,powerloom,328656,4861,6.423495456247681,WH-B,Suresh,Evening,24.750752045365743,55.819692167778626,Recheck,High
169.0,275.0,77.53393696060445,2.955838340958253,2,1.1661099621687385,7,16.642453484450236,12.280146341307882,polyester,satin,printed,powerloom,399259,449,22.514028185094805,WH-C,Ramesh,Evening,35.51419165560755,50.6742271542976,Approved,Medium
284.0,285.0,103.58288817102628,1.7581223302127476,1,0.571718091977555,13,20.039247044234973,7.544942710217427,cotton,plain,raw,powerloom,734627,4724,11.225215349657173,WH-B,John,Night,42.88214297187065,61.74778673839968,Recheck,Medium
269.0,92.0,85.35947419662895,,3,0.7020657511745803,8,26.16147772744072,11.061745569892464,,satin,dyed,handloom,378687,4708,12.236796622562515,WH-B,John,,24.842661824019995,71.54430390033698,Minor issue,Medium
86.0,178.0,107.90481003397049,8.095832747850402,2,0.6332541382553172,4,26.01234462916954,8.798696277150967,silk,satin,dyed,powerloom,651813,1463,12.359294097514212,WH-C,Suresh,Night,37.123944349880105,88.37247867018732,Approved,High
95.0,371.0,42.50983869204333,3.6844962292019217,1,1.2886819954089146,3,38.737101675619996,11.262555331910484,polyester,satin,dyed,handloom,827540,4574,43.075885844257364,WH-B,Priya,Morning,37.932787178291846,54.68940297369349,Recheck,Medium
300.0,316.0,64.79800556154646,7.179141761315445,2,1.0378151640137132,8,16.86274927852338,9.557915063829018,polyester,satin,printed,powerloom,815510,549,27.359064723918305,WH-B,Suresh,Night,41.69092296166116,34.78361346953199,Approved,Low
133.0,122.0,,8.860886121615033,2,0.15655728440507788,14,26.738848333530534,13.326994033815625,wool,twill,raw,powerloom,957189,2392,44.2567815431515,WH-B,Priya,Evening,38.34770852087702,70.16058155152089,OK,Low
326.0,262.0,46.6303451075958,8.06571207806288,4,1.4335000870388426,3,6.507492554781333,14.674727617946134,,satin,dyed,handloom,372368,1517,25.6603607302527,WH-A,Anita,Night,39.43274748337253,37.09231007830315,Approved,Medium
170.0,367.0,72.97002606179804,4.862575740648783,5,1.012779449913393,3,34.16905129211656,9.219993056976046,wool,twill,printed,powerloom,361095,4540,43.82969290270384,WH-C,Suresh,Evening,20.078265396019773,59.40455384940656,Minor issue,High
169.0,260.0,,2.8282079215112876,3,0.9931864532257143,9,27.847293630450217,10.688371898630116,silk,twill,dyed,powerloom,849637,3158,6.406996139618032,WH-C,John,,44.65120644133984,45.45635082070924,Minor issue,Medium
244.0,295.0,40.25982411461426,1.2356034623668026,1,0.9971079364341142,5,39.463786265033555,5.142253822689243,silk,plain,dyed,powerloom,698141,3165,48.01264565871426,WH-A,Suresh,Morning,42.023220005485385,80.24695570731126,Looks fine,Medium
342.0,360.0,68.09743380115543,8.096010283950742,5,0.9439057815166446,6,30.64901410428336,12.02197722620376,polyester,twill,raw,handloom,727874,2181,17.737051208793734,WH-C,Suresh,Morning,36.300407377940296,77.61227269413732,Approved,High
344.0,,57.62414340802514,2.2990665443846456,2,1.4281301235194894,3,23.914174900249485,13.800403203153005,silk,satin,dyed,powerloom,549289,1864,29.952020723275982,WH-C,Priya,Morning,20.590926965962606,30.925838808746693,OK,High
135.0,329.0,75.3278631948898,1.6492869495545472,4,0.34997101822483356,5,27.103477268040432,8.524508781076818,,,raw,powerloom,521089,2884,37.64501142725821,WH-A,John,Night,25.376991870016095,41.85157940108082,Approved,High
187.0,259.0,29.769253535500546,8.761832029959274,2,1.1766669564414978,5,14.917702600988852,13.262964797514599,silk,satin,dyed,handloom,940152,4447,11.688781371765115,WH-A,John,Morning,27.03326585798912,84.21761903546403,OK,Low
313.0,91.0,48.70164765666847,8.545489609358192,5,1.0242769435232781,11,18.094239950062367,8.290652089625361,cotton,satin,printed,powerloom,965175,2715,53.83442772667874,WH-C,Anita,Evening,25.594932993141736,76.83377942896811,Minor issue,Low
242.0,350.0,90.13030720157575,4.4677391661274,2,0.6342952269633781,5,19.785041741379583,6.602378420567535,polyester,satin,dyed,handloom,276193,1496,23.321519997780076,WH-C,Ramesh,Morning,31.74441482730249,72.9657587767302,Looks fine,High
277.0,,63.33220896051007,1.3750540944482925,5,0.5023094919828882,12,14.815151099018662,6.58703175854193,polyester,plain,dyed,powerloom,246513,4927,17.655854346768404,WH-A,John,Night,44.109025599069355,69.43149572766453,Approved,Medium
260.0,105.0,102.08465080172968,1.7200889529125878,2,0.4318538784635163,13,36.78000360919234,12.801434690986277,wool,satin,dyed,handloom,133573,4454,8.122218374858074,WH-B,John,Evening,30.577227944680274,67.0027947847058,Minor issue,Medium
81.0,293.0,71.56281061046087,8.719211422364078,1,0.7829581386830401,4,18.934932716785827,11.521265366727455,linen,plain,printed,handloom,692255,4602,58.26051273676576,WH-B,Priya,Evening,21.44810780104006,80.73946405633228,OK,Medium
126.0,,81.81126769233451,0.8769650747868869,4,0.6657001665784711,4,16.944200116043284,10.03559577840095,linen,plain,dyed,handloom,334818,2077,47.20766054935177,WH-A,Priya,Morning,25.703612755268303,30.37762793460334,Looks fine,High
185.0,290.0,35.22174490763624,9.103712961661035,5,0.7379966659291662,3,15.064885272599577,14.301049874721532,silk,satin,raw,handloom,913344,4131,13.599736959282616,WH-A,Suresh,Night,38.74733267553318,80.05249065562072,Minor issue,Medium
123.0,185.0,52.735053636297096,9.980231137415332,5,1.4954946295180391,0,6.181374782719754,5.588169076780854,cotton,plain,printed,handloom,817586,557,58.801475386525205,WH-C,Ramesh,Evening,20.766190837154188,81.60870848819165,Recheck,High
329.0,345.0,33.777286254498165,9.015945895820131,5,1.036861471018357,5,18.942353088981942,6.28644604396538,cotton,twill,dyed,handloom,394002,1727,43.38389458324035,WH-A,Suresh,Evening,35.5602690819567,74.13322149193053,Looks fine,Medium
180.0,199.0,22.60733709991958,8.241191039238675,3,1.0420913606165978,4,28.081190254237754,9.662028747640283,linen,twill,dyed,handloom,439749,2115,6.927279403821563,WH-C,John,Morning,21.612280729560663,60.98669201035982,Minor issue,Low
181.0,103.0,101.74559639990626,6.429531849676119,1,1.0955984317083913,6,19.65852847464683,3.0236577534956233,wool,,printed,powerloom,162064,1431,18.947566662367862,WH-C,Suresh,Morning,42.80709368110615,52.467994330638135,Recheck,Medium
294.0,171.0,29.61307058107953,8.117791779279884,2,0.2768526423459877,14,15.368753830035708,10.720978480662508,wool,twill,raw,powerloom,797376,3280,28.282379560274947,WH-A,Anita,Morning,35.4937668998161,70.36642366763368,Recheck,Low
131.0,,112.11149087365624,8.8583140993359,2,1.0745319534873703,11,16.603500218997482,8.395418746747783,polyester,twill,dyed,powerloom,725335,4512,53.95440406514591,WH-A,Anita,Evening,25.76804330152769,54.07195090832826,Looks fine,Low
100.0,233.0,64.91305676461813,5.948815299000253,2,0.5054890107736736,6,25.60231321506459,11.159970015029764,cotton,plain,raw,handloom,125613,2532,40.82610368146075,WH-B,Ramesh,Night,33.665715435289655,70.99974985548899,Approved,Medium
331.0,152.0,101.76935156536729,8.291448720128285,3,1.2519436041039096,12,37.251423605510915,7.781547113641523,,plain,dyed,powerloom,165680,4289,56.796949956681985,WH-C,Anita,Evening,41.82859727077939,34.97212980155194,OK,Medium
163.0,379.0,85.12139969505613,9.387542020628524,4,1.420914223363181,8,35.204333320153566,5.708188777244309,linen,satin,raw,powerloom,942447,3522,38.246580861590935,WH-A,Suresh,Night,33.241582393359245,31.939809864036338,Minor issue,Medium
160.0,100.0,29.83570347043002,2.20395363623514,3,0.6944240965820059,9,24.72164116110052,9.866897966553179,linen,twill,dyed,powerloom,874760,4791,28.59004399760081,WH-B,Suresh,Morning,34.480959605351444,36.20193539135952,Looks fine,Low
121.0,155.0,114.10494012326606,5.939821262934607,5,0.985615825435443,6,25.40223622901197,8.360931318719782,,plain,printed,handloom,705987,1232,13.07159978881403,WH-B,Priya,Morning,43.81296173258548,88.74321852344232,Approved,High
302.0,314.0,18.09514837686625,2.7722321862850894,1,0.16888887050994772,3,17.837074103036905,13.131101941183022,cotton,plain,printed,handloom,500674,3086,24.622658418538222,WH-C,Priya,,29.547262003497103,75.81661704301803,Recheck,Medium
263.0,273.0,84.99586863771785,4.987733714032232,4,0.5578859643415699,4,32.92525748576965,11.945121080620346,cotton,satin,dyed,powerloom,746398,2501,57.363099307546804,WH-B,Anita,Morning,39.99626085883982,69.83604077319542,Recheck,High
284.0,160.0,36.64097615790598,0.6660228977034396,5,0.6752727733900772,10,9.841227982192635,14.195952270160536,wool,plain,raw,powerloom,350891,3121,34.02414084661349,WH-B,Priya,Morning,20.51782540621315,49.12648210410652,Recheck,Medium
284.0,382.0,75.69647655249203,4.552879850350105,1,0.6551315696189125,1,6.624150933565196,6.495335160728281,linen,twill,printed,powerloom,975039,3534,51.78202576154422,WH-A,Anita,Morning,29.281587055868535,65.87719630114998,Looks fine,High
179.0,300.0,26.61942608698562,8.305644528779892,2,1.4259386613547358,3,6.936573351789873,6.111892632395007,wool,plain,printed,powerloom,643658,2401,51.62057805901942,WH-B,Ramesh,,26.171586014342708,87.24625387731373,Minor issue,Low
193.0,373.0,95.61901820157266,8.640848440713848,3,0.3919447510092543,3,38.76746313745428,13.90045124917565,silk,satin,printed,handloom,226134,4056,25.602028291050402,WH-C,John,Morning,25.254907796772486,43.90611679240604,Recheck,High
,,35.39680383956468,9.573241907291584,3,0.3320065222874403,7,33.222680708700075,11.91194133421484,,plain,raw,handloom,401415,3436,39.644871290327465,WH-A,Anita,Evening,38.43876296116464,81.9547503588989,Recheck,Low
199.0,,105.94706155284554,2.497807765468301,2,0.9110475251880573,8,12.228425520045315,12.307829139518041,polyester,twill,dyed,handloom,941718,1377,47.31063423415922,WH-B,Suresh,Evening,26.368912704230233,86.01470189969915,Looks fine,Medium
286.0,202.0,41.7514805801236,5.324205657987843,4,0.6405962372199451,7,13.360672814654444,4.577922230863809,cotton,plain,printed,powerloom,269501,2650,33.720606657362005,WH-C,Suresh,Night,43.27564393867251,81.1303895478708,Approved,Medium
121.0,316.0,111.76657118361274,1.9207809171724604,3,0.2573721799717216,3,20.815934441562952,7.084741582639799,wool,twill,raw,powerloom,519995,4150,29.3396742696353,WH-B,Suresh,Morning,20.933267304872864,74.12260763233826,Minor issue,High
226.0,,72.4514380871633,2.870613300607175,4,0.7527314909716553,8,39.21371621230534,14.181866335327422,silk,satin,printed,handloom,905969,4937,17.469667184802216,WH-A,John,Morning,35.85077671805426,61.1346346873573,OK,High
142.0,321.0,,0.5321144546385039,3,0.8333119445583704,7,8.828129033279513,3.1349974578720383,linen,plain,raw,powerloom,669369,1213,16.95393920475125,WH-B,Anita,Evening,26.377047771092712,37.75444808642922,Looks fine,High
191.0,160.0,17.746557288060103,0.9106620686781477,4,0.17447580833302578,14,7.525783048705727,4.958419924816244,cotton,twill,dyed,handloom,917191,2891,9.092208705503621,WH-B,Suresh,Evening,41.1706311778844,48.4323978293836,Looks fine,Low
313.0,313.0,20.395328143415746,9.211575127809123,1,1.2433029819283683,5,35.104962567817694,4.058769961007629,wool,plain,raw,powerloom,989588,42,55.53273136658216,WH-B,John,Morning,38.96140884071356,72.69557532536226,Looks fine,Low
278.0,,29.665499560143452,9.893495844494435,3,1.2364002443602544,11,7.950097885801808,5.169449147290335,silk,twill,dyed,handloom,384211,4653,24.84652463220021,WH-A,Priya,Evening,29.09781912669186,34.5005966256817,Recheck,Low
96.0,331.0,20.232258271351085,1.0079591066942073,1,1.3900129745088607,6,8.5112430029471,4.035709499284497,polyester,twill,dyed,handloom,393316,238,8.966959279993647,WH-B,Priya,,37.29580563220969,76.08997478858262,Minor issue,Low
191.0,244.0,85.19667622324826,9.31740778124194,1,1.1608583095089477,3,5.295122495963033,4.93543006919087,wool,satin,printed,handloom,715897,2105,37.766355591795744,WH-C,Priya,Morning,21.224752283802882,70.40511855693083,Minor issue,Medium
147.0,191.0,117.87992420202484,5.155187009606463,1,0.6121498150277217,5,20.165035802440187,5.9160091178375165,silk,satin,dyed,handloom,538403,4966,19.31180941651322,WH-C,Priya,Evening,30.37776007919358,37.146804644490096,Recheck,High
,131.0,108.19599586882849,9.735930779276028,2,0.5320805310123371,11,13.041627808595067,7.400752573391214,wool,satin,dyed,powerloom,724841,2127,18.627022034015752,WH-C,Ramesh,Morning,41.96838135455506,52.53364091789572,OK,Low
264.0,,113.74814590111102,3.615088212747833,1,0.8519632673211699,12,15.952044705792657,9.286498453864926,wool,satin,dyed,powerloom,395131,4607,12.959748694716232,WH-B,Ramesh,Night,21.008654725298683,84.8166670981046,Approved,Medium
291.0,,100.07186193821518,,5,0.9225912911439872,1,31.93651569158882,7.0308443220552235,linen,plain,printed,powerloom,272303,33,30.29047552368653,WH-B,Ramesh,Morning,44.76038271574856,78.1830279367012,Recheck,High
186.0,,102.71258776320823,3.2863897443403123,2,1.198309074105049,4,8.847342931691808,13.527269315911827,linen,plain,dyed,powerloom,746818,899,22.363650849164443,WH-A,Priya,Evening,22.580876083688224,37.196630363100894,Approved,High
152.0,307.0,20.69081403263808,2.4352447025068535,4,0.32634804445607457,9,12.995037186542632,8.659958696058009,polyester,plain,dyed,powerloom,528456,3267,58.76350021647613,WH-A,John,Evening,39.65188270209504,46.628085314940535,Approved,Low
173.0,96.0,88.09021002011833,4.7545790894775255,2,0.9845303630462241,5,15.773394320997632,5.548414346321354,polyester,satin,raw,powerloom,510822,1146,37.85894121922831,WH-A,John,Morning,26.979948585327648,64.49613414902146,Approved,Medium
122.0,227.0,93.33724773362829,6.324060574827815,4,0.9292774198974944,13,28.07960335875917,9.088042790808299,cotton,plain,printed,powerloom,682101,480,31.790625865421536,WH-C,Priya,Morning,27.97581654897556,88.3666560187562,Recheck,Low
241.0,335.0,23.688200083926773,8.298516772503579,2,1.0598911642346729,3,16.642730796810135,7.828428656621268,cotton,twill,dyed,handloom,250612,1368,27.509062892747913,WH-C,John,Night,36.61140708893977,88.2945859687193,OK,Medium
325.0,256.0,111.24248030712691,1.1607665530825257,1,0.23864833762951757,3,26.689659212468968,10.167912268913975,silk,twill,raw,powerloom,827798,848,14.091278436048718,WH-B,Priya,Morning,43.14868084967789,35.45064381970225,Minor issue,High
311.0,395.0,75.55489702614122,5.732105139706772,3,0.9474443603610552,1,5.823772467332547,5.815645728300696,wool,twill,dyed,handloom,599885,33,26.55645279589588,WH-B,Priya,Night,43.57057412754992,62.162753610506094,Looks fine,High
216.0,231.0,110.05518350515294,2.855173230527345,3,1.4306695820711182,7,11.552114193945833,3.285340717216505,cotton,plain,printed,handloom,258295,4063,21.31797963694365,WH-B,Suresh,,23.703527551855,43.43105070898393,Recheck,High
100.0,335.0,106.88437308225073,3.137912834143412,5,0.768823519392048,5,37.73578642837625,11.005163346709967,polyester,twill,raw,handloom,478900,3208,38.33067051085251,WH-C,Priya,Evening,41.244373061628735,51.69693624211341,Looks fine,High
193.0,251.0,19.813144839222286,0.6496976144629785,4,0.39224671404095923,7,11.647031896402858,14.332402120757319,cotton,plain,raw,handloom,860707,4026,32.84045095129109,WH-C,Ramesh,Night,23.764093675995,37.13589115923456,OK,Medium
118.0,375.0,71.60379547234345,8.721556601076575,3,0.5267485975010499,2,13.93813206285476,11.145105227116932,cotton,plain,printed,handloom,548959,421,8.404139113727283,WH-A,Anita,Morning,34.15636684460094,85.3634765203075,Minor issue,High
331.0,167.0,44.93333621304016,9.336410453517692,3,1.4041524714403009,0,8.235402804647869,7.100837551140453,silk,twill,dyed,handloom,919177,2842,46.569372532739614,WH-C,Anita,Night,24.248051600182517,88.43003966330178,OK,Medium
241.0,261.0,36.045536254281586,1.6677256575964474,4,1.3278958674741708,3,18.257426250078403,12.294567910419966,polyester,satin,printed,handloom,551692,761,5.651882585633931,WH-B,Ramesh,Morning,25.827235030810087,37.30163253520769,Minor issue,High
266.0,169.0,33.076214559131074,2.1502442491933618,4,0.1500708120443935,1,13.0254756238539,10.432159211689672,wool,plain,printed,handloom,497882,3716,45.752340421654985,WH-B,Priya,Evening,42.374712052008285,62.05482375254189,OK,High
92.0,355.0,19.388012675568977,8.49368490179533,3,0.2815307236473087,8,33.09610851450729,13.902872678209842,linen,satin,dyed,powerloom,482701,2057,29.69000667922694,WH-B,Ramesh,Night,39.756317708665264,71.5370977030249,Recheck,High
176.0,140.0,93.87103444754676,8.983723499796255,3,0.7957182271230449,12,21.91750769177941,5.752137662623096,polyester,twill,printed,powerloom,107765,2199,38.029068863972455,WH-B,Priya,Morning,34.61172594541816,34.15226869265911,Looks fine,Low
144.0,125.0,119.77084354877161,6.835867123880674,4,0.8247699540191082,10,27.990665979330803,7.559794832452699,polyester,plain,printed,powerloom,110559,3595,28.258760498901903,WH-B,Ramesh,Evening,22.432000678710295,66.18986248691331,OK,Medium
286.0,349.0,72.92018097546803,3.9168977888587193,5,1.2242636027997544,1,25.435605910338996,8.096529194042365,polyester,plain,dyed,handloom,939202,491,37.125917011776004,WH-A,Ramesh,Morning,21.80490455636585,44.82733190661908,Looks fine,High
,218.0,85.87717549503006,8.396173122730161,3,1.4425340454128404,13,9.318846072314845,11.334707308564187,wool,,raw,powerloom,150253,3732,57.497559848111194,WH-C,John,,38.176122792774805,71.63050135897743,OK,Low
264.0,325.0,35.23928164038253,4.965775555183923,5,1.4973379447711903,10,22.269133248630137,7.831572113080005,cotton,plain,dyed,handloom,765523,2264,39.42252878857089,WH-B,Suresh,Morning,40.78538645984374,33.021986791717474,Looks fine,Low
219.0,321.0,60.62285511300552,1.0495690038419532,1,0.32480736935750876,9,36.87326158059453,3.903570255693023,polyester,twill,raw,handloom,262101,447,46.0659933460632,WH-B,Suresh,Evening,21.193381375862803,58.48782505631594,Approved,Medium
169.0,167.0,64.45894988279343,7.0700692827124545,5,0.3529213531497525,2,33.486540669636256,10.033405692114206,,satin,raw,powerloom,977708,2641,37.43853688931475,WH-C,Priya,Evening,21.31609347942088,74.48506613825222,Approved,High
,152.0,116.69469766617675,3.7582823392733347,1,1.0632415105495967,3,22.26834280526124,12.799061157417343,polyester,plain,printed,powerloom,256925,1432,18.679124013596955,WH-A,Priya,Evening,23.352221574923057,35.187325887624674,Minor issue,High
104.0,209.0,64.56105921955978,6.93292723153397,3,1.0336507081545885,4,24.021023919666888,11.036841603521356,polyester,satin,printed,powerloom,228161,4934,49.06164661852231,WH-C,Suresh,Night,23.670644067458785,79.44060724183251,Minor issue,Medium
146.0,116.0,116.49734592990181,1.5540936801286098,3,0.44532400528127614,6,30.390175526848797,10.709449423046257,silk,twill,raw,handloom,332292,790,55.67456720866673,WH-C,Suresh,Evening,35.41617977532424,66.91644214418906,Minor issue,High
110.0,272.0,30.15436561340188,0.8698864925239703,5,0.5512040218272323,0,32.16534931893912,6.3996256458217475,wool,plain,raw,powerloom,733348,4381,35.37093697354089,WH-B,Anita,Evening,41.94975290632331,46.34275454103085,OK,High
117.0,225.0,18.116123226895084,7.716408472228987,3,0.8657939606380926,12,6.266981321162997,10.521986696047994,wool,satin,printed,powerloom,257490,3337,14.403767062483105,WH-A,Ramesh,Night,40.561788851775766,87.39006757348243,Approved,Low
177.0,159.0,34.90934027827137,5.175918237298854,1,0.5013945324319289,0,6.898179606233272,13.688686619211106,wool,satin,raw,powerloom,656847,2561,6.655463835495351,WH-B,Priya,Morning,30.510724143442864,64.17499797937688,Recheck,Medium
263.0,252.0,119.2650098731493,8.399425870773396,2,0.8946876165922335,0,17.29282411143428,8.747014866345033,silk,twill,raw,handloom,625619,2288,47.044948043104526,WH-A,John,Morning,31.444359525553082,81.91043570553104,Recheck,High
309.0,168.0,33.27117448996988,1.6395046001524574,5,0.1890684903567571,4,14.572876521195257,10.98742821862445,polyester,twill,printed,powerloom,228386,1083,14.992450752177518,WH-B,Suresh,Night,24.44923483932571,71.09918376522113,Approved,High
303.0,107.0,98.16957031378895,0.9119222891217404,1,0.6433298204067636,14,17.418418389080472,14.545241762599687,polyester,satin,dyed,handloom,185194,63,49.96058019027812,WH-C,John,Night,31.484561335578235,83.00541348096978,Minor issue,Low
181.0,211.0,118.48619045930447,8.641405241757862,2,0.42032072243046636,7,30.88269294422715,4.4951922297099145,,plain,printed,handloom,829787,4314,51.8546099743421,WH-A,Ramesh,Morning,43.632637410396185,37.70785363618894,Minor issue,Medium
202.0,352.0,63.71080850585214,4.9641276894251485,1,1.4977153530477787,3,18.915244952483125,13.511592668033654,silk,twill,dyed,powerloom,839606,4895,30.428068116386157,WH-C,Anita,Morning,26.48826025872034,35.69570074441829,Approved,Medium
198.0,152.0,52.47953767842753,5.148082337417161,3,1.2795598423163714,1,10.754340419615815,11.330852143143455,polyester,twill,dyed,powerloom,103146,4942,36.53963317260367,WH-B,John,,36.57682197979657,74.5962220615605,OK,High
214.0,281.0,102.470678525502,5.380464082268193,1,0.15128776807076383,13,21.35677639035663,6.819548375229763,,twill,raw,handloom,895973,4339,30.71722958689514,WH-A,John,Evening,33.11056882790787,87.3053640125807,Looks fine,Low
144.0,374.0,67.95891952555408,8.69002088850046,4,0.9802037815049721,14,30.48207962755006,14.647300924444295,wool,satin,raw,handloom,850027,1032,43.491520357012725,WH-A,John,Night,37.572842179470925,58.62310431501529,Minor issue,Low
323.0,187.0,71.07042373286266,0.859314221021745,2,0.15154592748108386,13,13.257970533426622,14.664721357332237,polyester,satin,printed,powerloom,549178,3848,9.274269073733844,WH-B,Anita,Morning,37.65639030664822,32.94158332552367,Looks fine,Low
177.0,337.0,79.82167538448961,9.51682485575931,1,1.0664394730996933,12,28.588202344865973,10.301399531200014,cotton,satin,printed,powerloom,785281,4900,6.415616108714006,WH-C,Suresh,Night,28.210223710148114,75.4991861375396,OK,Low
172.0,101.0,89.46827315082356,5.010821269381957,1,0.24694791237569336,9,29.13487537266921,13.068514331077235,linen,twill,raw,powerloom,434311,1191,9.127129447612557,WH-B,Priya,Morning,42.03522681540558,65.1287653164542,Minor issue,Medium
234.0,373.0,61.1228179652795,4.457352294640902,3,1.3598394683565427,2,39.98056438284135,14.411426749700748,wool,twill,dyed,handloom,201658,348,29.959779615206013,WH-A,Ramesh,Evening,37.84464967314118,89.62351100285139,Looks fine,High
106.0,131.0,48.156763210416614,5.516981245515788,3,0.9106183668259118,9,32.19158917361274,9.908468425895528,linen,twill,printed,handloom,716673,3385,48.11209909453414,WH-C,Suresh,Morning,37.219711067593096,54.53879249035036,OK,Low
200.0,142.0,,0.8340458584585608,2,0.8688230346669596,14,26.710271562709817,11.898630295021158,silk,,dyed,handloom,752273,2315,56.21412776776481,WH-B,Suresh,Night,33.36599506920052,63.87265522878455,Looks fine,Low
180.0,206.0,94.9301823324593,3.5783809226627517,1,0.3489662700162846,13,20.927054608095915,5.711219106209519,linen,plain,dyed,handloom,281704,1203,57.67340152009513,WH-B,Ramesh,Morning,42.62524647923066,84.23970344952052,OK,Low
195.0,219.0,116.76613258694299,2.761754068166474,4,1.239676532712183,6,5.019252091160099,12.77604130883829,cotton,plain,raw,handloom,699476,2395,29.515645728598393,WH-C,Ramesh,Morning,26.37496130972113,63.689542946414484,Minor issue,High
336.0,313.0,72.06908078003255,5.132480086511968,5,0.9124190289692993,10,32.32139786047675,12.153873274752598,polyester,satin,raw,handloom,562998,4407,54.83307187364123,WH-A,Suresh,Night,41.604294211589576,38.42290401268094,Looks fine,Medium
286.0,193.0,45.55443135276515,7.03836459833235,3,0.5575785582462855,14,19.20105060742698,13.861864286039786,wool,twill,raw,handloom,681453,1309,47.26457458487825,WH-B,Ramesh,Morning,34.8698539096042,59.59648757725438,OK,Low
271.0,386.0,112.88695328602458,5.596260206748069,4,1.456484286398033,9,38.40220081941514,10.942776249592269,silk,plain,printed,powerloom,234609,4923,41.225751086703454,WH-B,Suresh,Night,27.744313011701227,67.1727893802806,OK,High
93.0,,59.317089545715774,8.8307987379213,5,0.8553012027034531,9,39.6401550960416,10.529379599336279,wool,twill,dyed,powerloom,598276,2072,24.670597459508322,WH-B,Anita,,24.59609834676373,74.99964588987291,OK,Medium
148.0,108.0,119.64184028749227,7.073570989269318,1,0.34146956349575663,5,11.147510349255782,14.539584107675998,polyester,satin,printed,handloom,857395,4831,43.11065297418098,WH-C,Ramesh,Night,33.578564939175884,45.443750640685316,Minor issue,Medium
311.0,315.0,103.77209594315326,,2,0.4479535862774868,13,32.31130534093376,9.950873563807265,wool,satin,dyed,handloom,414048,3991,11.518954723967418,WH-C,John,Evening,37.047968058916986,43.15149862120403,Looks fine,Low
259.0,189.0,82.71048347905928,2.807093054371106,2,0.5342833538256238,11,27.58587034340562,5.99366105888643,cotton,twill,raw,handloom,225483,2717,59.854786505724924,WH-C,Ramesh,Morning,33.86349881682101,85.50727464168304,OK,Medium
286.0,295.0,96.65392102220777,6.642262437838214,4,0.34612040876452754,0,36.98881904900848,6.074796414835905,silk,satin,printed,handloom,362997,843,33.63117543045824,WH-C,John,Morning,43.58476077545626,55.44585715317157,OK,High
